0	0.9502407704654896	0.7030878859857482	0.958959
1	0.95	0.24152542372881355	0.9969969999999999
10	0.9509403107113655	0.6714780600461894	0.867868
11	0.9501517121803208	0.7693927693927693	0.917918
12	0.9514637904468413	0.8464701850582591	0.980981
13	0.9518072289156626	0.6	0.6
14	0.96	0.56	0.992993
15	0.9509803921568627	0.19019607843137254	0.9939939999999999
16	0.9545454545454546	0.2692307692307692	0.972973
17	0.9503311258278145	0.4208211143695015	0.971972
18	0.9583333333333334	0.1940928270042194	0.9749749999999999
19	0.9	0.9	0.9
2	0.9501706484641638	0.8743718592964824	0.818819
20	0.9583333333333334	0.12277580071174377	0.995996
21	0.9	0.42857142857142855	0.964965
22	0.9506172839506173	0.9166666666666666	0.6
23	0.9	0.9	0.9
24	0.9259259259259259	0.4854368932038835	0.995996
25	0.9	0.9	0.9
26	0.9166666666666666	0.8461538461538461	0.804805
27	0.9722222222222222	0.9722222222222222	0.9299299999999999
28	0.9	0.9	0.9
29	0.9682539682539683	0.9682539682539683	0.9079079999999999
3	0.9529411764705882	0.7570093457943925	0.96997
30	0.9	0.9	0.9
31	0.953757225433526	0.9166666666666666	0.6
32	0.9836065573770492	0.9836065573770492	0.6
33	0.9696969696969697	0.6037735849056604	0.756757
34	0.9	0.9	0.9
35	0.9	0.9	0.9
36	0.9873417721518988	1.0	0.6
37	0.9772727272727273	1.0	0.6
38	0.9285714285714286	0.9285714285714286	0.998999
39	0.9	0.9	0.9
4	0.9525423728813559	0.7473404255319149	0.988989
40	0.9724770642201835	0.9724770642201835	0.6
41	0.9722222222222222	0.3804347826086957	0.6
42	0.975609756097561	0.975609756097561	0.872873
43	0.9545454545454546	0.9230769230769231	0.9599599999999999
44	0.9795918367346939	0.9795918367346939	0.936937
45	0.9615384615384616	0.8426966292134831	0.6
46	0.9591836734693877	0.746031746031746	0.992993
47	0.9508196721311475	0.9354838709677419	0.6
48	0.95	0.9661016949152542	0.6
49	0.9629629629629629	0.9122807017543859	0.6
5	0.9090909090909091	0.6666666666666666	0.740741
50	0.9722222222222222	0.7777777777777778	0.7057059999999999
51	0.92	1.0	0.9299299999999999
52	0.9555555555555556	0.9148936170212766	0.901902
53	0.9795918367346939	0.9795918367346939	0.6
54	0.975	1.0	0.6
55	0.9619377162629758	0.9619377162629758	0.6
56	0.9	0.9	0.9
57	0.9583333333333334	0.9583333333333334	0.637638
58	0.9	0.9	0.9
59	0.9545454545454546	0.9438202247191011	0.6
6	0.9615384615384616	0.423728813559322	0.986987
60	0.9927536231884058	1.0	0.6
61	0.9444444444444444	0.8947368421052632	0.6
62	0.9259259259259259	0.5952380952380952	0.990991
63	0.967741935483871	0.8108108108108109	0.976977
64	0.9850746268656716	0.9850746268656716	0.6
65	0.95	1.0	0.6
66	0.9655172413793104	0.9655172413793104	0.6
7	0.9	0.9	0.9
8	0.9517543859649122	0.6687211093990755	0.910911
9	0.9032258064516129	0.28994082840236685	0.973974
